point,lat,lon,tipo
GP044,-21.715213889,-48.562230556,TERMINAL
GP046,-21.673715556,-48.406774833,TERMINAL
GP361,-22.02925,-48.400416667,OTHER:ADHP
GP362,-21.972888889,-48.317166667,OTHER:ADHP
GP363,-21.945638889,-48.401916667,OTHER:ADHP
GP364,-21.975527778,-48.485638889,OTHER:ADHP
GP366,-21.862027778,-48.403416667,OTHER:ADHP
GP367,-21.500444444,-48.409888889,OTHER:ADHP
GP368,-21.556777778,-48.492888889,OTHER:ADHP
GP369,-21.584083333,-48.408388889,OTHER:ADHP
GP371,-21.958341667,-48.336683333,TERMINAL
GP372,-21.667694444,-48.406888889,OTHER:ADHP
GP373,-22.181883333,-48.275469444,TERMINAL
GP374,-22.185561111,-48.268461111,TERMINAL
GR001,-23.404863778,-46.529250611,TERMINAL
GR002,-23.463462194,-46.395387583,TERMINAL
GR003,-22.906711111,-46.887130556,TERMINAL
GR004,-23.117863889,-47.135502778,TERMINAL
GR006,-23.455219444,-46.547913889,TERMINAL
GR007,-23.464513889,-46.582413889,TERMINAL
GR008,-23.453280556,-46.629191667,TERMINAL
GR009,-23.40935,-46.640425,TERMINAL
GR010,-23.422727778,-46.595597222,TERMINAL
GR011,-23.414230556,-46.409186111,TERMINAL
GR021,-22.680233333,-46.790491667,TERMINAL
GR022,-22.651036111,-46.855455556,TERMINAL
GR027,-23.438138889,-46.244427778,TERMINAL
GR028,-23.443441667,-46.517305556,TERMINAL
GR029,-23.397275,-46.574836111,TERMINAL
GR031,-23.365244444,-46.548727778,TERMINAL
GR032,-23.408191667,-46.386872222,TERMINAL
GR034,-23.392077778,-46.456419444,TERMINAL
GR037,-23.274302778,-46.513938889,TERMINAL
GR038,-23.403313889,-46.530016667,TERMINAL
GR039,-23.304325,-46.578647222,TERMINAL
GR042,-23.426155556,-46.518783333,TERMINAL
GR044,-23.297444444,-46.375372222,TERMINAL
GR047,-23.269947222,-46.433008333,TERMINAL
GR048,-23.487430556,-46.684658333,TERMINAL
GR049,-23.464386111,-47.314444444,TERMINAL
GR051,-23.346577778,-47.443033333,TERMINAL
GR052,-23.288811111,-47.505958333,TERMINAL
GR066,-23.446622222,-46.516019444,TERMINAL
GR069,-23.459613889,-46.344136111,TERMINAL
GR071,-23.650166667,-47.696091667,TERMINAL
GR072,-23.385083333,-47.418013889,TERMINAL
GR073,-22.821027778,-47.841416667,TERMINAL
GR074,-23.038105556,-47.389783333,TERMINAL
GR076,-22.974227778,-46.966422222,TERMINAL
GR077,-22.903066667,-46.882852778,TERMINAL
GR081,-23.248919444,-46.827858333,TERMINAL
GR082,-23.194283333,-46.885188889,TERMINAL
GR083,-23.084491667,-46.955708333,TERMINAL
GR084,-22.953669444,-47.039566667,TERMINAL
GR086,-22.869622222,-47.051016667,TERMINAL
GR087,-22.755388889,-47.066555556,TERMINAL
GR091,-23.417941667,-46.409852778,TERMINAL
GR093,-23.417083528,-46.406684389,TERMINAL
GR094,-23.406975,-46.576336111,TERMINAL
GR103,-23.405361111,-46.977205556,TERMINAL
GR104,-23.272597222,-47.057419444,TERMINAL
GR202,-23.451608333,-46.665597222,TERMINAL
GR204,-23.473822222,-46.630172222,TERMINAL
GR206,-23.444133333,-46.519891667,TERMINAL
GR209,-23.557805556,-46.268766667,TERMINAL
GR212,-23.607502778,-46.519230556,TERMINAL
GR213,-23.450630556,-46.530883333,TERMINAL
GR214,-23.511444444,-47.103708333,TERMINAL
GR216,-23.406908333,-47.267916667,TERMINAL
GR217,-23.212602778,-46.039958333,TERMINAL
GR218,-23.093288889,-46.016988889,TERMINAL
GR219,-23.607969444,-47.157255556,TERMINAL
GR222,-23.372919444,-46.316155556,TERMINAL
GR223,-22.899194444,-46.300777778,TERMINAL
GR224,-22.668805556,-46.816319444,TERMINAL
GR226,-23.374658333,-46.399002778,TERMINAL
GR227,-23.248458333,-46.312433333,TERMINAL
GR231,-22.631766667,-46.898288889,TERMINAL
GR232,-23.506783333,-46.038316667,TERMINAL
GR237,-23.535758333,-46.567538889,TERMINAL
GR242,-23.581758333,-46.376788889,TERMINAL
GR246,-22.8638,-47.806627778,TERMINAL
GR247,-22.939930556,-47.687675,TERMINAL
GR248,-23.141225,-47.371944444,TERMINAL
GR249,-23.071994444,-47.08145,TERMINAL
GR251,-22.986025,-46.980291667,TERMINAL
GR252,-22.868088889,-46.841822222,TERMINAL
GR253,-23.268755556,-46.443433333,TERMINAL
GR254,-23.270563889,-46.306516667,TERMINAL
GR256,-23.622052778,-47.733063889,TERMINAL
GR257,-23.53185,-47.625783333,TERMINAL
GR258,-23.372558333,-47.436611111,TERMINAL
GR259,-22.544133333,-46.248297222,TERMINAL
GR262,-22.782855556,-46.285422222,TERMINAL
GR263,-22.877266667,-46.347816667,TERMINAL
GR264,-22.842175,-46.433025,TERMINAL
GR266,-22.826775,-46.536266667,TERMINAL
GR267,-22.833205556,-46.626319444,TERMINAL
GR268,-22.860269444,-46.719202778,TERMINAL
GR271,-22.91315,-46.811386111,TERMINAL
GR272,-22.812930556,-46.732497222,TERMINAL
GR273,-22.784533333,-46.628552778,TERMINAL
GR274,-22.778508333,-46.5204,TERMINAL
GR276,-22.79515,-46.413544444,TERMINAL
GR277,-22.840133333,-46.305644444,TERMINAL
GR278,-23.345502778,-45.986247222,TERMINAL
GR279,-23.257544444,-46.015616667,TERMINAL
GR281,-23.182361111,-46.073091667,TERMINAL
GR282,-23.143722222,-46.154394444,TERMINAL
GR283,-23.264413889,-46.589472222,TERMINAL
GR284,-23.436086111,-46.305402778,TERMINAL
GR286,-23.337788889,-46.468227778,TERMINAL
GR287,-23.232955556,-46.691261111,TERMINAL
GR288,-23.252591667,-46.798055556,TERMINAL
GR289,-23.320133333,-46.880872222,TERMINAL
GR291,-22.803972222,-47.04825,TERMINAL
GR292,-22.742191667,-46.652372222,TERMINAL
GR294,-23.451963889,-46.535727778,TERMINAL
GR302,-23.443508333,-46.517286111,TERMINAL
GR303,-23.361863889,-46.210952778,TERMINAL
GR304,-23.431183333,-46.458858333,TERMINAL
GR306,-23.097388889,-46.091658333,TERMINAL
GR308,-23.449975,-46.528461111,TERMINAL
GR309,-23.415630556,-46.414322222,TERMINAL
GR311,-22.677008333,-46.797672222,TERMINAL
GR316,-23.339616667,-46.360063889,TERMINAL
GR317,-23.465438889,-46.390152778,TERMINAL
GR318,-23.514338889,-46.40525,TERMINAL
GR319,-23.533763889,-46.337611111,TERMINAL
GR321,-23.125463889,-46.006416667,TERMINAL
GR322,-22.793136111,-46.538538889,TERMINAL
GR323,-23.384625,-46.685186111,TERMINAL
GR324,-23.0572,-46.234561111,TERMINAL
GR327,-22.993463889,-47.482961111,TERMINAL
GR733,-22.737827778,-47.055733333,TERMINAL
GR734,-22.970483333,-47.029325,TERMINAL
GR736,-23.125141667,-46.951813889,TERMINAL
GR737,-23.253888889,-46.831483333,TERMINAL
GR738,-23.412865333,-46.404083333,TERMINAL
GR739,-23.654755556,-46.700333333,TERMINAL
GR741,-23.058211111,-47.013236111,TERMINAL
GR742,-23.179783333,-46.900394444,TERMINAL
GR743,-23.350691667,-46.405141667,TERMINAL
GRADE,-25.136347222,-48.863763889,ICAO
GRAFO,-10.64283333,-67.93366667,ICAO
GRD01,-20.370125,-54.719811111,TERMINAL
GRD02,-20.427716667,-54.798016667,TERMINAL
GRD03,-20.456355556,-54.809652778,TERMINAL
GRD04,-20.479477778,-54.564591667,TERMINAL
GRD05,-20.507844444,-54.567219444,TERMINAL
GRD06,-20.530736111,-54.575052778,TERMINAL
GRD07,-20.538577778,-54.579094444,TERMINAL
GRD08,-20.558116667,-54.592980556,TERMINAL
GRD09,-20.600416667,-54.681602778,TERMINAL
GRD10,-20.590508333,-54.7393,TERMINAL
GRD16,-20.477883333,-54.683230556,BRG_DIST
GU001,-25.428130556,-51.611791667,TERMINAL
GU002,-25.465197222,-51.694311111,TERMINAL
GU003,-25.390258333,-51.735091667,TERMINAL
GU004,-25.540125,-51.653480556,TERMINAL
GU006,-25.502216667,-51.776877778,TERMINAL
GU007,-25.348464333,-51.434960111,TERMINAL
GU008,-25.311251861,-51.352601139,TERMINAL
GU009,-25.273993222,-51.270292528,TERMINAL
GU011,-25.401041194,-51.303387,TERMINAL
GU012,-25.221445056,-51.401742778,TERMINAL
GU013,-25.369283139,-51.481103111,TERMINAL
GUABO,-23.534316667,-46.538966667,ICAO
GUEST,-5.673166667,-43.10783333,ICAO
GUIMA,-9.273333333,-64.2735,ICAO
GUSOD,-14.666,-33.303,ICAO
GUTIL,-16.742166667,-48.299,ICAO
GUTUL,-3.867794444,-47.108213889,ICAO
GUVAB,-2.606730556,-44.405536111,ICAO
GUVAT,-10.202183333,-48.523041667,ICAO
GUVEB,-11.781233333,-39.641136111,ICAO
GUVIR,-18.966697222,-48.269777778,ICAO
GUXAK,-8.107308333,-35.126797222,ICAO
GUXAT,-30.029833333,-54.104333333,ICAO
GUXIS,-5.862777778,-35.283144444,ICAO
GUXIT,-16.143858333,-48.893747222,ICAO
GV001,-19.080061111,-42.174158333,TERMINAL
GV002,-19.020566667,-42.112316667,TERMINAL
GV003,-18.985327778,-42.192080556,TERMINAL
GV004,-19.096166667,-42.07465,TERMINAL
GV006,-18.937625,-42.026286111,TERMINAL
GV011,-18.771369444,-41.854405556,TERMINAL
GV012,-18.806016667,-41.774458333,TERMINAL
GV013,-18.695872222,-41.892227778,TERMINAL
GV014,-18.711669444,-41.792891667,TERMINAL
GV017,-18.831069444,-41.915983333,TERMINAL
GV018,-18.722071944,-41.765733333,TERMINAL
GV019,-18.825580556,-41.595813889,TERMINAL
GV021,-19.175480556,-41.387294444,TERMINAL
GV022,-18.855177778,-42.113677778,TERMINAL
GV023,-18.699216667,-41.803191667,TERMINAL
GW018,-22.646480556,-45.068486111,TERMINAL
GW019,-22.688327778,-45.146494444,TERMINAL
GW021,-22.726147222,-45.182027778,TERMINAL
GW022,-22.751136111,-45.205522222,TERMINAL
GW023,-22.787975,-45.215286111,TERMINAL
HS002,-8.032816667,-38.415525,TERMINAL
HS003,-8.006477778,-38.495261111,TERMINAL
HS004,-7.980122222,-38.574986111,TERMINAL
HS006,-8.085275,-38.557805556,TERMINAL
HS007,-7.906047222,-38.498180556,TERMINAL
HT001,-3.064761111,-52.141272222,TERMINAL
HT002,-3.092836111,-52.049880556,TERMINAL
HT003,-3.188766667,-52.044863889,TERMINAL
HT004,-3.1444,-52.115519444,TERMINAL
HT006,-3.195961111,-52.181166667,TERMINAL
HT007,-3.441416667,-52.366613889,TERMINAL
HT008,-3.413311111,-52.458022222,TERMINAL
HT009,-3.317375,-52.463,TERMINAL
HT011,-3.361769444,-52.392347222,TERMINAL
HT012,-3.310222222,-52.326680556,TERMINAL
HT013,-3.283413889,-52.292536111,TERMINAL
HT014,-3.223811111,-52.216611111,TERMINAL
IAG01,-29.994588889,-51.183019444,TERMINAL
IBDAL,-23.758186111,-45.231511111,ICAO
IBDAN,-8.125019444,-51.855605556,ICAO
IBDEM,-7.397827778,-34.852177778,TERMINAL
IBDIL,-0.306672222,-58.945755556,ICAO
IBDIV,-20.15833333,-41.20833333,ICAO
IBDOD,-27.601102778,-48.671777778,ICAO
IBDOS,-29.979,-53.8175,ICAO
IBDOT,-20.201113889,-43.280763889,ICAO
IBE01,-1.387991667,-48.485033333,BRG_DIST
IBGAM,-10.335022222,-48.355883333,ICAO
IBGAR,-20.571944444,-47.508333333,ICAO
IBR01,-15.867116667,-47.979272222,TERMINAL
IC001,-19.463863889,-44.125408333,TERMINAL
IC002,-19.455183333,-44.133394444,TERMINAL
IC003,-3.017975,-58.617308333,TERMINAL
IC004,-2.965813889,-58.682469444,TERMINAL
IC006,-3.096588889,-58.679575,TERMINAL
IC007,-2.939366667,-58.555041667,TERMINAL
IC008,-3.183005556,-58.411077778,TERMINAL
IC009,-3.235152778,-58.345888889,TERMINAL
IC011,-3.287294444,-58.280694444,TERMINAL
IC012,-3.156519444,-58.283638889,TERMINAL
IC013,-3.313791667,-58.408138889,TERMINAL
IC014,-3.070136111,-58.552138889,TERMINAL
ICF01,-19.559919444,-44.036961111,TERMINAL
IGAPO,-5.602833333,-61.825333333,ICAO
IH001,-4.314238889,-56.056130556,TERMINAL
IH002,-4.380513889,-56.107119444,TERMINAL
IH003,-4.446786111,-56.158119444,TERMINAL
IH004,-4.451277778,-56.062511111,TERMINAL
IH006,-4.355080556,-56.186605556,TERMINAL
IH007,-4.2811,-56.030638889,TERMINAL
IH008,-4.202686111,-55.970327778,TERMINAL
IH009,-4.169541667,-55.944844444,TERMINAL
IH011,-4.103255556,-55.893880556,TERMINAL
IH013,-4.12885,-55.814475,TERMINAL
IH014,-4.036966667,-55.842925,TERMINAL
IH016,-4.032394444,-55.938316667,TERMINAL
II001,-3.147805556,-69.630125,TERMINAL
II002,-3.030227778,-69.700461111,TERMINAL
II003,-3.113769444,-69.706241667,TERMINAL
II004,-3.197308333,-69.712025,TERMINAL
II006,-2.908797222,-69.692047222,TERMINAL
II007,-2.8542,-69.673397222,TERMINAL
II008,-2.775011111,-69.646308333,TERMINAL
II009,-2.695822222,-69.619222222,TERMINAL
II011,-2.773522222,-69.563041667,TERMINAL
IJK01,-15.87365,-47.830997222,TERMINAL
IKG01,-7.227069444,-35.956775,TERMINAL
IKG02,-7.255905556,-35.915630556,TERMINAL
IL001,-14.813469444,-38.940880556,TERMINAL
IL002,-14.818422222,-39.126272222,TERMINAL
IL003,-14.811191667,-38.854886111,TERMINAL
IL004,-14.727533333,-38.857241667,TERMINAL
IL007,-14.808877778,-38.768897222,TERMINAL
IL008,-14.89485,-38.852530556,TERMINAL
IL016,-14.8207,-39.212266667,TERMINAL
IL017,-14.737041667,-39.214591667,TERMINAL
IL018,-14.822947222,-39.298263889,TERMINAL
IL019,-14.904358333,-39.209941667,TERMINAL
IL021,-14.478794444,-39.075375,TERMINAL
IL022,-15.001361111,-39.540833333,TERMINAL
ILBEK,-25.584752778,-51.391672222,ICAO
ILBEM,-6.614888889,-41.199491667,ICAO
ILGER,-17.45,-10.0,ICAO
ILKOD,-5.734166667,-63.16116667,ICAO
ILKOK,-23.5828,-46.437291667,ICAO
ILKOL,-18.259088889,-40.9145,ICAO
ILKOX,-13.37366667,-35.54583333,ICAO
ILKUP,-2.741333333,-60.3465,ICAO
ILKUS,-14.923055556,-48.198888889,ICAO
ILKUV,-25.006772222,-54.876344444,ICAO
ILM01,-22.792230556,-43.217622222,TERMINAL
ILM02,-22.782425,-43.179252778,TERMINAL
ILM03,-22.741088889,-43.018311111,TERMINAL
ILM06,-22.785977778,-43.193161111,TERMINAL
ILMAB,-22.036674422,-41.50800872,ICAO
ILMAM,-21.394627778,-41.285044444,ICAO
ILMAN,-1.4935,-49.13533333,ICAO
ILMAT,-3.123394444,-59.8961,ICAO
ILMED,-25.531166667,-54.5705,ICAO
ILMIG,-5.002555556,-33.991419444,ICAO
ILMIN,-23.367858333,-51.027327778,ICAO
ILMIS,-24.68009288,-53.057573073,ICAO
ILMIX,-3.800986111,-38.4404,ICAO
ILMUP,-16.300166667,-55.923666667,ICAO
ILMUR,-22.795829935,-46.595319782,ICAO
ILNAL,-20.857777778,-39.966944444,ICAO
ILNAM,-9.522,-72.185666667,ICAO
ILNAP,-7.277858333,-69.889072222,ICAO
ILNER,3.871166667,-60.779333333,ICAO
ILNIB,-22.581444444,-43.470344444,ICAO
ILNIM,-17.866355556,-49.899522222,ICAO
ILNOM,-8.635166667,-48.381166667,ICAO
ILNUD,-19.841761111,-41.240127778,ICAO
ILNUK,-1.734777778,-63.234444444,ICAO
ILNUL,-27.291497222,-48.725833333,ICAO
ILNUP,-5.612333333,-34.837166667,ICAO
ILPAP,-9.642197222,-36.184302778,ICAO
ILPAV,-17.73166667,-48.99516667,ICAO
ILPEL,-13.777747222,-47.200541667,ICAO
ILPER,-1.062,-49.06183333,ICAO
ILPIR,-19.310616667,-43.447061111,ICAO
ILPIV,-29.789666667,-51.830833333,ICAO
ILPIX,-11.698122222,-38.516769444,ICAO
ILPOB,-26.637611111,-48.846261111,ICAO
ILPOL,-6.746686111,-69.023236111,ICAO
ILPOM,-8.656169444,-39.712922222,ICAO
ILPUB,-22.680622222,-43.616277778,ICAO
ILPUX,-20.397483306,-54.604503611,ICAO
ILRER,-16.072988889,-48.085713889,ICAO
ILRES,-13.1565,-62.35333333,ICAO
ILRIB,-9.811393364,-38.489460359,ICAO
ILRIL,-17.069117822,-45.587580268,ICAO
ILRIR,-0.747144444,-67.785972222,ICAO
ILRIT,-25.1815,-49.1905,ICAO
ILROS,-26.143877778,-49.335111111,ICAO
ILROT,-20.125666667,-43.800777778,ICAO
ILRUK,-27.664908333,-48.769991667,ICAO
ILRUM,-15.222355556,-44.328091667,ICAO
ILSAN,-22.906280556,-47.483441667,ICAO
ILSAT,-2.034833333,-48.3175,ICAO
ILSIG,-25.711027778,-48.948683333,ICAO
ILSIP,-18.934,-43.6585,ICAO
ILSIR,-19.826444444,-54.868277778,ICAO
ILSOL,-6.364263889,-42.66665,ICAO
ILSOS,-5.753666667,-47.396666667,ICAO
ILSOV,-9.325833333,-63.60983333,ICAO
ILSUB,-2.030166667,-60.165,ICAO
ILSUD,-2.867833333,-44.081666667,ICAO
ILSUM,-24.949011111,-48.950752778,ICAO
ILTAL,3.722875,-60.926561111,ICAO
ILTAR,-9.611,-61.636833333,ICAO
ILTAT,-11.003580556,-37.153683333,ICAO
ILTAX,-23.339275,-46.667519444,ICAO
ILTEG,-11.749666667,-62.085,ICAO
ILTEM,-19.788024889,-44.225354083,ICAO
ILTIT,-23.808463889,-44.036802778,ICAO
ILTOG,-31.555444444,-52.586455556,ICAO
ILTUG,-2.722777778,-56.34888889,ICAO
ILTUM,-27.578766667,-48.711422222,TERMINAL
ILVAK,-19.763955556,-43.836502778,ICAO
ILVAV,-4.897008333,-47.728819444,ICAO
ILVAX,-28.228341667,-54.727438889,ICAO
ILVES,-9.785944444,-48.365777778,ICAO
ILVET,-29.34766667,-55.54733333,ICAO
ILVIN,-22.361502778,-41.779130556,ICAO
ILVIS,1.566287662,-60.050551346,ICAO
ILVIT,-10.329758333,-49.781225,ICAO
ILVOR,-26.411544444,-48.582680556,ICAO
ILVUG,-22.352861111,-55.270166667,ICAO
ILVUS,-9.362983333,-40.561286111,ICAO
IM001,-28.747827778,-49.523188889,TERMINAL
IM002,-28.768313889,-49.615108333,TERMINAL
IM003,-28.671102778,-49.642952778,TERMINAL
IM004,-28.865516667,-49.587213889,TERMINAL
IM006,-28.792813889,-49.725458333,TERMINAL
IM007,-28.703519444,-49.325452778,TERMINAL
IM008,-28.682838889,-49.233647222,TERMINAL
IM009,-28.662094444,-49.141877778,TERMINAL
IM011,-28.5857,-49.2618,TERMINAL
IM012,-28.779966667,-49.205441667,TERMINAL
IM02,-22.782425,-43.179252778,TERMINAL
IMBAP,-21.632836111,-42.586458333,ICAO
IMBAS,-25.913491667,-48.780702778,ICAO
IMBES,-14.19916667,-45.02083333,ICAO
IMBEV,-15.627611111,-44.095611111,ICAO
IMBID,-23.5835,-46.1585,ICAO
IMBIM,-27.224719444,-52.038880556,ICAO
IMBIN,-14.592666667,-40.5035,ICAO
IMBIR,-16.709425,-49.406930556,ICAO
IMBIV,-9.681266667,-36.582088889,ICAO
IMBIX,-28.823420361,-49.172299333,ICAO
IMBOG,-19.140969444,-41.712983333,ICAO
IMBOT,-14.850988889,-52.539997222,ICAO
IMBOX,-6.240008667,-50.181115778,ICAO
IMBUL,-19.704208333,-43.898152778,ICAO
IMBUP,-22.156152778,-54.886722222,ICAO
IMDAB,-23.197405318,-44.624828813,ICAO
IMTBI,-22.567836111,-49.210888889,ICAO
INDOB,-0.230333333,-50.563,ICAO
INTOL,-1.360833333,-32.8315,ICAO
IP006,-19.631336111,-42.560433333,TERMINAL
IP007,-19.550686111,-42.537005556,TERMINAL
IP008,-19.514605556,-42.514688889,TERMINAL
IP009,-19.711980556,-42.583886111,TERMINAL
IP011,-19.609105556,-42.645538889,TERMINAL
IP012,-19.653525,-42.475308333,TERMINAL
IP013,-19.318544444,-42.393619444,TERMINAL
IP014,-19.390730556,-42.438155556,TERMINAL
IP016,-19.360794444,-42.317558333,TERMINAL
IP017,-19.246347222,-42.349122222,TERMINAL
IP018,-19.276263889,-42.469641667,TERMINAL
IP019,-19.429705556,-42.462219444,TERMINAL
IRAJA,-23.892325,-46.561627778,ICAO
IRATO,-8.760841667,-72.333008333,ICAO
IRAXO,-19.8905,-43.839166667,ICAO
IREBO,-12.748497432,-47.73911832,ICAO
IREGA,-6.643963889,-68.856316667,ICAO
IREGI,-3.601125,-45.093472222,ICAO
IREGU,-17.943309471,-46.061016975,ICAO
IREKI,-7.638975,-35.47555,ICAO
IRELU,-2.933741667,-59.204711111,ICAO
IREMA,-22.690383333,-47.553841667,ICAO
IRENI,-29.581533333,-53.589919444,ICAO
IRILU,-29.113666667,-51.429333333,ICAO
IRIMU,0.328733333,-67.115622222,ICAO
IRIPI,-20.016222222,-55.619555556,ICAO
IRIPO,-22.853961111,-43.120669444,TERMINAL
IRISI,-29.953755556,-50.782358333,ICAO
IRISO,-11.689396657,-48.288154482,ICAO
IRITU,-16.080730556,-47.889030556,ICAO
IRLAM,-20.801,-54.05333333,ICAO
IROBI,-17.667277778,-45.170277778,ICAO
IRODU,-15.921852778,-55.973530556,ICAO
IROMA,-9.636994444,-41.122313889,ICAO
IROMU,-3.491561111,-48.450427778,ICAO
IROPU,-23.425291667,-47.067752778,ICAO
IROSI,-7.418947222,-35.522588889,ICAO
IROSO,-23.073622222,-45.561166667,ICAO
IRUBI,-30.882822222,-53.263291667,ICAO
IRULA,-16.7755,-48.08416667,ICAO
IRUMA,-11.008366667,-44.522316667,ICAO
IRUMI,-15.015333333,-38.3065,ICAO
IRUMO,-4.1005,-59.955,ICAO
IRUNU,-5.853419444,-35.370686111,ICAO
IRURA,-3.967166667,-39.185833333,ICAO
IRUTU,-9.109811111,-46.056755556,ICAO
IRUVO,-21.409536111,-51.201027778,ICAO
IRUXI,-20.54972222,-42.31944444,ICAO
ISADO,-7.434333333,-34.51266667,ICAO
ISAKA,-15.919,-47.801333333,ICAO
ISALA,-31.67616667,-54.44633333,ICAO
ISANU,-3.1125,-52.6765,ICAO
ISARA,-10.6067,-67.6767,ICAO
ISARU,-5.764225,-34.956294444,ICAO
ISASI,-27.579538889,-48.711941667,ICAO
ISAXA,-0.60105,-67.026872222,ICAO
ISEBU,-13.390744444,-57.957161111,ICAO
ISEDA,-1.219372222,-48.449913889,ICAO
ISEDU,-26.574555556,-48.787633333,ICAO
ISEMA,-21.4494,-51.955711111,ICAO
ISEPA,-29.992333333,-51.282833333,ICAO
ISETU,-4.653722222,-59.279091667,ICAO
ISIBI,-22.546877778,-48.453663889,ICAO
ISIDI,-4.683972222,-72.088594444,ICAO
ISILA,-18.19622682,-39.628757743,ICAO
ISIMU,-23.520563056,-46.338737222,ICAO
ISINA,-11.586338889,-47.779675,ICAO
ISIPA,-4.608516667,-59.907086111,ICAO
ISIPI,-17.130555556,-46.584166667,ICAO
ISIRA,-15.323669444,-56.838372222,ICAO
ISIRI,-5.900416667,-35.338955556,ICAO
ISISA,-21.65566667,-48.97916667,ICAO
ISITU,-19.522291667,-42.518288889,ICAO
ISIVA,-2.383333333,-59.9905,ICAO
ISIXI,-22.364679972,-43.128346778,ICAO
ISIXU,-3.0595,-44.234833333,ICAO
ISKAB,-3.316666667,-44.440833333,ICAO
ISKAG,-19.893036111,-43.561802778,ICAO
ISKEV,-20.536594444,-43.986311111,ICAO
ISKOL,-13.068688889,-58.215608333,ICAO
ISKOM,-17.475297222,-40.755519444,ICAO
ISLIB,-12.414738889,-56.807855556,ICAO
ISLIT,-28.8385,-53.865666667,ICAO
ISLOT,-4.202597222,-69.773025,ICAO
ISLUT,-12.707244444,-57.150661111,ICAO
ISMAA,-14.873611111,-58.376163889,ICAO
ISMEK,-19.186597222,-43.824141667,ICAO
ISMEL,-17.239626586,-48.809091505,ICAO
ISMOB,-21.789177743,-47.19701585,ICAO
ISMOT,-19.1579005,-57.760781056,ICAO
ISNAP,-23.460033333,-46.578138889,ICAO
ISNEM,-18.240997222,-43.411930556,ICAO
ISNEP,-3.386475,-59.980088889,ICAO
ISNIL,-27.336847222,-51.222130556,ICAO
ISNIX,-26.651602778,-48.824166667,ICAO
ISNOG,-20.411608333,-44.338233333,ICAO
ISNUD,-2.942022222,-59.640261111,ICAO
ISNUV,-19.513175,-43.587033333,ICAO
ISOBA,-5.496905556,-36.19765,ICAO
ISOBI,-9.165,-48.931333333,ICAO
ISOBU,-30.730463889,-53.383016667,ICAO
ISODU,-9.498222222,-35.870455556,ICAO
ISOLU,-8.8885,-63.465,ICAO
ISOMO,-20.380833333,-54.5845,ICAO
ISONA,-4.267725,-65.152308333,ICAO
ISONI,-21.651833333,-56.242833333,ICAO
ISORA,-13.329330556,-46.967377778,ICAO
ISOTI,-10.734886111,-41.987880556,ICAO
ISOXO,-23.431175,-45.996366667,ICAO
ISP01,-23.573055556,-46.705,TERMINAL
ISPAN,-22.993352778,-47.896972222,ICAO
ISPAP,-19.429047222,-41.154577778,ICAO
ISPEP,-25.331061111,-49.220988889,ICAO
ISPOG,-12.6567,-57.091327778,ICAO
ISPUS,-25.174369444,-48.896827778,ICAO
ISRAB,-21.497666667,-45.565166667,ICAO
ISRIK,-19.155236111,-47.1487,ICAO
ISRIN,-22.158833333,-42.949666667,ICAO
ISRUB,-11.247827778,-37.705744444,ICAO
ISTAB,-22.266974994,-43.139998997,ICAO
ISTAS,-9.473766458,-38.562962119,ICAO
ISTAV,-20.648655556,-54.717038889,ICAO
ISTEN,-30.263797222,-51.239225,ICAO
ISTIR,-27.962805556,-51.070705556,ICAO
ISTOK,1.138986111,-59.655486111,ICAO
ISTOP,-31.768622222,-52.405969444,ICAO
ISUDU,-15.595833333,-56.874833333,ICAO
ISUGI,-5.107166667,-38.515166667,ICAO
ISUGO,-12.799,-59.023333333,ICAO
ISUKA,-16.22633333,-54.34633333,ICAO
ISUNU,-2.242666667,-59.96166667,ICAO
ISUPA,-7.719166667,-19.52816667,ICAO
ISUPI,-3.364833333,-40.522333333,ICAO
ISURA,-8.217166667,-63.45183333,ICAO
ISURI,-6.212166667,-45.242666667,ICAO
ISURO,-11.583166667,-47.7795,ICAO
ISUVU,-21.146333333,-47.553666667,ICAO
